job_title,company_name,company_page,location,job_type,Experience Level,Yrs of Exp,skills
Senior Process Engineer,OPPO Egypt  Manufacturing -,https://wuzzuf.net/jobs/careers/OPPO-Egypt--Manufacturing-Egypt-118061,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'communications', 'Computer Science', 'Electronics', 'Electronics Engineering', 'Engineering', 'Electrical', 'Information Technology (IT)']"
Audit Officer,Aman  -,https://wuzzuf.net/jobs/careers/Aman-Egypt-18390,"Cairo, Egypt",Full Time / On-site,Entry Level,0 - 2 Yrs of Exp,"['Accounting/Finance', 'Quality', 'Analyst/Research', 'Accounting', 'Audit', 'Finance', 'Financial Analysis', 'Follow-Up', 'Auditing']"
"Senior Solutions Architect, NVIS Customer Success and Partnership",NVIDIA -,https://wuzzuf.net/jobs/careers/nvidia-united-arab-emirates-128344,"Dubai, United Arab Emirates",Full Time,Experienced,IT/Software Development,"['Sales/Retail', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'sales', 'engineering', 'computer engineering', 'communication skills', 'design']"
Senior Producer - Dubai (Freelancer),Fever -,https://wuzzuf.net/jobs/careers/fever-united-arab-emirates-128540,"Dubai, United Arab Emirates",Full Time,Experienced,Creative/Design/Art,"['IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'software development', 'engineering', 'english', 'communication skills', 'project management']"
Listing Business Development Manager,BTSE -,https://wuzzuf.net/jobs/careers/btse-united-arab-emirates-128768,"Dubai, United Arab Emirates",Full Time,Experienced,Business Development,"['Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Sales', 'Sales Skills', 'Sales Target', 'Marketing', 'Customer Service', 'Customer Support']"
Genpact || Sales team in digital marketing,Genpact -,https://wuzzuf.net/jobs/careers/general-pacific-United-States-39590,"New Cairo, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 2 Yrs of Exp,"['Customer Service/Support', 'Marketing/PR/Advertising', 'Sales/Retail', 'Sales', 'English', 'Marketing', 'Digital Marketing', 'Communication', 'media']"
"Specialist, Student Experience",ESLSCA University -,https://wuzzuf.net/jobs/careers/Eslsca-Egypt-7498,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,1 - 2 Yrs of Exp,"['Administration', 'Customer Service/Support', 'Customer Support', 'Customer Service', 'Customer Care', 'Call Center', 'Communication skills', 'Communication']"
Senior Electrical Technical Office Engineer,Confidential -,,"Suez, Suez, Egypt",Full Time / On-site,Manager,7 - 10 Yrs of Exp,"['males_only', 'Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical', 'AutoCAD', 'MS Office', 'Revit', 'technical', 'Technical Office', 'Communication', 'Electrical', 'Electrical Engineering']"
Sales b2b,Confidential -,,"Dokki, Giza, Egypt",Full Time / On-site,Experienced,3 - 10 Yrs of Exp,"['Business Development', 'Other', 'Sales/Retail', 'B2B', 'Leadership', 'Management', 'Retail', 'Retail Sales', 'Sales', 'sales skills']"
B2B Sales Executive – Infrastructure SaaS,DewanSoft   -,https://wuzzuf.net/jobs/careers/DewanSoft-Egypt-1082,"Haram, Giza, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Business Development', 'IT/Software Development', 'Sales/Retail', 'B2B Sales', 'business', 'B2B', 'Sales', 'sales skills', 'Sales Target', 'Technical Sales']"
Production Planning Control Engineer,Zamil Steel Buildings Co -,https://wuzzuf.net/jobs/careers/Zamil-Steel-Buildings-Co-Egypt-12650,"6th of October, Giza, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Engineering', 'Production Planning', 'Manufacturing', 'Manufacturing Engineering', 'Production', 'Industrial Engineering', 'Mechanical Engineering', 'Quality Control']"
Infection Control Specialist,Saudi German Hospital  -,https://wuzzuf.net/jobs/careers/Saudi-German-Hospital-Egypt-31807,"New Nozha, Cairo, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['Medical/Healthcare', 'Infection Control', 'Communication', 'Medical', 'Quality Control', 'Control']"
Global Payroll Administrator,Canonical -,https://wuzzuf.net/jobs/careers/Canonical-Saudi Arabia-126640,"Makkah, Saudi Arabia",Full Time,Entry Level,Accounting/Finance,"['Administration', 'Human Resources', 'human resources (hr)', 'microsoft office', 'administration', 'payroll', 'finance', 'hr', 'communication skills']"
Accountant,Iso marble Co. -,https://wuzzuf.net/jobs/careers/Al-Amanah-for-Marble-and-granite-Egypt-41737,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Accounting/Finance', 'Banking', 'Customer Service/Support', 'Accounting', 'excel', 'Finance', 'MS', 'MS Excel']"
Property Advisor,Winners -,https://wuzzuf.net/jobs/careers/Winners-Egypt-106192,"New Cairo, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 2 Yrs of Exp,"['Sales/Retail', 'Communication', 'Sales', 'sales skills', 'Real Estate', 'Sales Target', 'Property', 'Property Sales', 'Real Estate Sales']"
Regional Account Manager,Kalaam Telecom -,https://wuzzuf.net/jobs/careers/Kalaam Telecom-Bahrain-126407,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,5 - 10 Yrs of Exp,"['Business Development', 'Sales/Retail', 'Key Account', 'Sales Management', 'Sales', 'sales skills', 'Sales Target', 'Selling', 'Reporting', 'Management']"
Executive Secretary,Pharos University in Alexandria -,https://wuzzuf.net/jobs/careers/Pharos-University-in-Alexandria-Egypt-17607,"Smouha, Alexandria, Egypt",Full Time / On-site,Experienced,3 - 7 Yrs of Exp,"['females_only', 'Administration', 'Operations/Management', 'Administration', 'Communication', 'Communication skills', 'Secretary', 'Office management', 'office manager', 'Management', 'office']"
Advertising and Motion Graphic Designer - Google,ارم -,https://wuzzuf.net/jobs/careers/ارم-Saudi-Arabia-125555,"Madina, Saudi Arabia",Full Time / Remote,Experienced,2 - 6 Yrs of Exp,"['Creative/Design/Art', 'Writing/Editorial', 'Marketing/PR/Advertising', 'Adobe Photoshop', 'Design', 'dreamweaver', 'Graphic Design', 'indesign', 'photoshop', 'Software']"
Accountant,AD -,https://wuzzuf.net/jobs/careers/AD-Egypt-125975,"Monufya, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Financial Management', 'Finance', 'Accounting Software', 'excel', 'Financial Analysis', 'CMA', 'CPA', 'GAAP']"
General Accountant in travel agent,Cairo Transport & Touring  -,https://wuzzuf.net/jobs/careers/Cairo-Transport---Touring-Egypt-17586,"Downtown, Cairo, Egypt",Full Time / On-site,Experienced,5 - 10 Yrs of Exp,"['Accounting/Finance', 'accountant', 'Travel', 'Accounting', 'Accounts', 'Accounts Payable', 'Accounts Receivable', 'Finance', 'Microsoft Excel', 'Cost Accounting']"
Real Estate Appraiser,EFFECT SERVICES -,https://wuzzuf.net/jobs/careers/EFFECT SERVICES-Bahrain-126403,"Cairo, Egypt",Full Time / On-site / Part Time,Entry Level,0 - 1 Yrs of Exp,"['Administration', 'Customer Service/Support', 'Sales/Retail', 'Real Estate', 'Property']"
Associate Lead Internal Auditor,Wadi Group -,https://wuzzuf.net/jobs/careers/Wadi-Group-Egypt-7062,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,Experienced,4 - 7 Yrs of Exp,"['Accounting/Finance', 'ACCA', 'Auditing', 'Business Administration', 'CIA', 'CMA', 'Commerce', 'CPA', 'MBA']"
Warehouse Manager ( F&B),Outservingplus -,https://wuzzuf.net/jobs/careers/Outservingplus-Egypt-75652,"Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Logistics/Supply Chain', 'Operations/Management', 'Purchasing/Procurement', 'Administration', 'business', 'Business Administration', 'Chain Management', 'Logistics', 'Management', 'Supply']"
Senior Compensation & Benefits Specialist,Egypt Education Platform -,https://wuzzuf.net/jobs/careers/GEMS-Education-Egypt-42339,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,4 - 7 Yrs of Exp,"['Human Resources', 'Benefits', 'Compensation & Benefits', 'Human Resources (HR)', 'Hiring', 'Budgeting']"
Bioinformatician,Info Resume Edge - GCC -,https://wuzzuf.net/jobs/careers/Info Resume Edge - GCC-Saudi Arabia-126571,"Dubai, United Arab Emirates",Full Time,Experienced,IT/Software Development,"['Analyst/Research', 'Engineering - Telecom/Technology', 'ai', 'analysis', 'artificial intelligence', 'bio-information', 'python', 'research']"
Legal Sales Specialist,Newfuture -,https://wuzzuf.net/jobs/careers/newfuture-Egypt-26175,"Cairo, Egypt",Full Time / On-site,Experienced,10+ Yrs of Exp,"['Legal', 'Marketing/PR/Advertising', 'Administration', 'Business Administration', 'Communication skills', 'English', 'Law', 'Marketing', 'media', 'Sales']"
DAZU - React Frontend Developer,Bright Creations -,https://wuzzuf.net/jobs/careers/Bright-Creations-Egypt-597,"Smart Village, Giza, Egypt",Full Time / Hybrid,Experienced,2+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Sass', 'JavaScript', 'CSS', 'UI', 'Frontend', 'HTML5', 'Software Development', 'Vue.js']"
DAZU - Python Developer (FinTech),Bright Creations -,https://wuzzuf.net/jobs/careers/Bright-Creations-Egypt-597,"Smart Village, Giza, Egypt",Full Time / Hybrid,Experienced,2+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Python', 'Django', 'Flask', 'Python Scripting', 'Web Scraping', 'WWeb Scraping', 'CI', 'Computer Science']"
Backend Developer (Laravel),Bright Creations -,https://wuzzuf.net/jobs/careers/Bright-Creations-Egypt-597,"Smart Village, Giza, Egypt",Full Time / Hybrid,Experienced,2+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'APIs', 'Laravel', 'PHP', 'Back-End Development', 'Full Stack Development', 'Computer Science', 'Information Technology (IT)']"
"Assurance - External Audit Senior Associate (Non Financial Sector) - Riyadh, KSA",PwC Middle East Enterprise Solutions -,https://wuzzuf.net/jobs/careers/PwC Middle East Enterprise Solutions-United Arab Emirates-126641,"Riyadh, Saudi Arabia",Full Time,Experienced,IT/Software Development,"['Quality', 'Engineering - Telecom/Technology', 'Quality Assurance', 'Quality Control', 'Quality', 'QA', 'Engineering', 'Computer Science', 'Information Technology (IT)']"
BD Market Research Intelligence Lead (UAE-Dubaï),Pharmascience -,https://wuzzuf.net/jobs/careers/Pharmascience-United Arab Emirates-126617,"Dubai, United Arab Emirates",Full Time,Experienced,Marketing/PR/Advertising,"['Sales/Retail', 'Media/Journalism/Publishing', 'marketing', 'sales', 'market research', 'sales skills', 'communication skills', 'english', 'management']"
Office Manager,data exploration technology -,https://wuzzuf.net/jobs/careers/data-exploration-technology-Egypt-110939,"Mokattam, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['females_only', 'Administration', 'Operations/Management', 'Administration', 'Office management', 'Secretary', 'excel', 'Management', 'Microsoft Office', 'Communication', 'Business Administration']"
HSE Officer,LEEDS FIT-OUT -,https://wuzzuf.net/jobs/careers/-95444,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,2 - 3 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Quality', 'Engineering - Other', 'Health and Safety', 'HSE', 'Health', 'OSHA', 'quality', 'Safety', 'NEBOSH']"
Digital Marketing Manager,Confidential -,,"Cairo, Egypt",Full Time / On-site,Manager,10 - 20 Yrs of Exp,"['males_only', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Advertising', 'Digital Marketing', 'digital marketing', 'Digital', 'Social Media', 'Google Analytics', 'Marketing', 'Online Marketing']"
Property Advisor,Trust Real Estate -,https://wuzzuf.net/jobs/careers/Trust Real Estate-Egypt-126365,"Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['Sales/Retail', 'CRM', 'Communication', 'Real Estate', 'Sales Target', 'sales skills', 'Sales', 'Negotiation', 'Marketing', ""Sales & Negotiation: Strong ability to close deals and represent clients' interests.  Communication: Clear and persuasive speaking and writing.  Customer Service: Building trust and long-term relationships with clients.  Tech-Savvy: Familiarity with real""]"
Group Legal Affairs Supervisor,Cairo Three A  for International Industries. -,https://wuzzuf.net/jobs/careers/Cairo-Three-A--for-International-Industries--Egypt-38143,"Cairo, Egypt",Full Time / On-site,Manager,5 - 7 Yrs of Exp,"['Legal', 'Regulatory Affairs', 'Law', 'Legal', 'Administrative law']"
OD Section Head,Al-Amal Al-sharif For Plastic -,https://wuzzuf.net/jobs/careers/Al-Amal-Al-sharif-For-Plastic-Egypt-54751,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,Manager,8 - 12 Yrs of Exp,"['Human Resources', 'Operations/Management', 'Manufacturing/Production', 'HR Diploma', 'Orginzation development', 'HR Certificate', 'HR']"
Civil Engineer,Saudi German Hospital  -,https://wuzzuf.net/jobs/careers/Saudi-German-Hospital-Egypt-31807,"New Nozha, Cairo, Egypt",Full Time / On-site,Experienced,4 - 6 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Project/Program Management', 'Civil Engineering', 'AutoCAD', 'Civil', '3D', 'civil 3d', 'Construction', 'Site']"
Accountant,BIN NAJI GROUP  -,https://wuzzuf.net/jobs/careers/BIN NAJI GROUP-Egypt-126202,"Guangzhou, China",Full Time / On-site,Entry Level,Accounting/Finance,"['Accounting', 'English', 'Finance', 'Financial Analysis', 'Financial Management']"
Design Engineer,Super Pack for Engineering Industries -,https://wuzzuf.net/jobs/careers/--126309,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,3+ Yrs of Exp,"['Creative/Design/Art', 'Engineering - Mechanical/Electrical', 'Computer Science', 'design engineer', 'CAD', 'CAD Software', 'Design', 'Engineering', 'Information Technology (IT)', 'Mechanical']"
Accountant,Invenza Solutions -,https://wuzzuf.net/jobs/careers/Invenza Solutions-Qatar-125950,"Cairo, Egypt",Full Time / Hybrid,Experienced,2 - 3 Yrs of Exp,"['Accounting/Finance', 'Financial Analysis', 'Finance', 'Financial Management', 'excel', 'MS Excel', 'Accounting Software', 'CMA', 'CPA', 'GAAP']"
Senior Accountant - English Accounting,Travco Asset Management & Rental  -,https://wuzzuf.net/jobs/careers/Travco-Group-Internationl-Holding-Egypt-18837,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,Experienced,4+ Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Finance', 'English', 'Reporting']"
Purchasing Coordinator,Confidential -,,"Cairo, Egypt",Full Time / On-site,Entry Level,0 - 3 Yrs of Exp,"['Administration', 'Logistics/Supply Chain', 'Purchasing/Procurement', 'Procurement', 'Supply Chain', 'Purchasing', 'Logistics']"
Accountant,Confidential -,,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,1 - 5 Yrs of Exp,"['Accounting/Finance', 'Administration', 'accountant', 'Accounting', 'Financial Analysis', 'Finance']"
Senior Digital Marketing Specialist,Global Brands -,https://wuzzuf.net/jobs/careers/gbrands-com-555,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,3 - 7 Yrs of Exp,"['Writing/Editorial', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Digital Marketing', 'Communication', 'Marketing', 'media', 'Microsoft Office', 'Communication skills', 'Social Media']"
Bioinformatics Scientist,Info Resume Edge - GCC -,https://wuzzuf.net/jobs/careers/Info Resume Edge - GCC-Saudi Arabia-126571,"Dubai, United Arab Emirates",Full Time,Experienced,R&D/Science,"['IT/Software Development', 'bioinformatics', 'genomics', 'transcriptomics', 'proteomics', 'genomic']"
Marketing Manager,Business square -,https://wuzzuf.net/jobs/careers/My-Business-square-Egypt-61381,"Nasr City, Cairo, Egypt",Full Time / On-site,Manager,3+ Yrs of Exp,"['Marketing/PR/Advertising', 'Digital Marketing', 'Marketing', 'Management', 'SEO']"
Accounting Manager,Business square -,https://wuzzuf.net/jobs/careers/My-Business-square-Egypt-61381,"Nasr City, Cairo, Egypt",Full Time / On-site,Manager,3+ Yrs of Exp,"['Accounting/Finance', 'Operations/Management', 'Accounting', 'Accounting Software', 'Finance', 'Financial', 'Financial Management', 'Financial Analysis']"
Sales Manager,Carofi -,https://wuzzuf.net/jobs/careers/Carofi-Egypt-107712,"New Cairo, Cairo, Egypt",Full Time / On-site,Manager,5 - 7 Yrs of Exp,"['Business Development', 'Sales/Retail', 'Salesforce CRM', 'Digital Sales', 'Leasing', 'Financial Services', 'fintech', 'Autoloan']"
Receptionist,Döhler Group -,https://wuzzuf.net/jobs/careers/Döhler-Egypt-Egypt-4242,"6th of October, Giza, Egypt",Full Time / On-site,Entry Level,1 - 5 Yrs of Exp,"['Administration', 'Hospitality/Hotels/Food Services', 'Human Resources', 'Administration', 'hotel', 'Reception', 'reservations']"
Odoo Developer,Kandil Industries -,https://wuzzuf.net/jobs/careers/Mekano-Egypt-109872,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,2 - 6 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Odoo', 'Information Technology (IT)', 'Computer Science', 'Python']"
Procurement Engineer Architectural,Core Construction and Finishing  Egypt -,https://wuzzuf.net/jobs/careers/Core-Construction-Egypt-Egypt-47561,"Heliopolis, Cairo, Egypt",Full Time / On-site,Experienced,3 - 7 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Logistics/Supply Chain', 'Purchasing/Procurement', 'Procurement', 'Engineering', 'Purchasing', 'procurement engineer', 'Supply Chain', 'Architectural Engineering', 'Architecture']"
Business Development Engineer/Manager,Core Construction and Finishing  Egypt -,https://wuzzuf.net/jobs/careers/Core-Construction-Egypt-Egypt-47561,"Heliopolis, Cairo, Egypt",Full Time / Hybrid,Manager,5 - 10 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Business Development', 'Business Development', 'Management', 'Development', 'sales skills', 'business']"
Administrative Coordinator,Expolink -,https://wuzzuf.net/jobs/careers/Expolink-Egypt-14799,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Administration', 'Project/Program Management', 'Sales/Retail', 'Admin', 'Administration', 'Customer Service', 'English', 'Sales']"
